Latitude (decimal degrees):	35.141
Longitude (decimal degrees):	33.415
Elevation (m):	142
Radiation database:	PVGIS-SARAH3


Slope: 28 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	10000.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230713:0509,2412000.0,210.17,123.46,4.87,27.84,29.81,1.79,0.0
20230713:0609,4155400.0,401.08,154.59,7.23,40.07,32.81,1.72,0.0
20230713:0709,5600800.0,592.4,166.91,9.34,52.28,34.35,2.0,0.0
20230713:0809,6504700.0,727.93,181.34,10.85,64.03,35.7,1.66,0.0
20230713:0909,6943100.0,792.76,197.24,11.65,73.82,36.88,1.59,0.0
20230713:1009,7040400.0,821.51,188.49,11.86,76.14,37.76,1.66,0.0
20230713:1109,6725900.0,781.01,176.25,11.34,68.41,38.34,1.79,0.0
20230713:1209,5875900.0,640.66,181.4,9.96,57.14,38.48,1.79,0.0
20230713:1309,4638900.0,473.04,165.82,8.09,45.03,38.06,1.59,0.0
20230713:1409,3063600.0,298.05,130.3,5.92,32.78,37.29,1.03,0.0
20230713:1509,1265600.0,116.17,90.71,3.5,20.67,36.34,0.41,0.0
20230713:1609,271100.0,0.0,50.66,0.66,8.93,35.28,0.41,0.0
20230713:1709,0.0,0.0,0.0,0.0,0.0,34.04,0.62,0.0
20230713:1809,0.0,0.0,0.0,0.0,0.0,32.64,1.1,0.0
20230713:1909,0.0,0.0,0.0,0.0,0.0,30.71,1.86,0.0
20230713:2009,0.0,0.0,0.0,0.0,0.0,29.86,2.14,0.0
20230713:2109,0.0,0.0,0.0,0.0,0.0,29.34,2.48,0.0
20230713:2209,0.0,0.0,0.0,0.0,0.0,28.89,2.9,0.0
20230713:2309,0.0,0.0,0.0,0.0,0.0,28.59,3.1,0.0
20230714:0009,0.0,0.0,0.0,0.0,0.0,28.4,3.03,0.0
20230714:0109,0.0,0.0,0.0,0.0,0.0,28.17,2.83,0.0
20230714:0209,0.0,0.0,0.0,0.0,0.0,27.88,2.41,0.0
20230714:0309,35100.0,0.0,13.57,0.18,4.21,27.33,1.86,0.0
20230714:0409,719000.0,45.32,81.14,2.39,15.76,27.89,1.1,0.0
20230714:0509,2398100.0,225.73,111.28,4.95,27.75,30.89,0.62,0.0
20230714:0609,4128700.0,422.06,140.28,7.33,39.97,33.34,0.48,0.0
20230714:0709,5525900.0,590.44,167.05,9.31,52.18,35.59,1.66,0.0
20230714:0809,6419900.0,712.29,189.46,10.75,63.92,37.02,1.72,0.0
20230714:0909,6882300.0,774.93,208.43,11.55,73.68,38.17,1.79,0.0
20230714:1009,6980400.0,803.67,199.72,11.76,76.01,39.04,1.86,0.0
20230714:1109,6641800.0,766.32,184.42,11.25,68.33,39.57,1.79,0.0
20230714:1209,5806700.0,627.24,189.47,9.88,57.09,39.58,1.79,0.0
20230714:1309,4593900.0,462.96,171.81,8.02,44.99,38.91,1.66,0.0
20230714:1409,3014400.0,280.73,140.98,5.79,32.73,38.14,1.38,0.0
20230714:1509,1256800.0,116.02,90.01,3.48,20.62,37.4,1.1,0.0
20230714:1609,263100.0,0.0,49.76,0.64,8.86,36.4,0.55,0.0
20230714:1709,0.0,0.0,0.0,0.0,0.0,35.02,0.69,0.0
20230714:1809,0.0,0.0,0.0,0.0,0.0,33.64,1.52,0.0
20230714:1909,0.0,0.0,0.0,0.0,0.0,32.14,2.21,0.0
20230714:2009,0.0,0.0,0.0,0.0,0.0,31.23,2.55,0.0
20230714:2109,0.0,0.0,0.0,0.0,0.0,30.55,3.1,0.0
20230714:2209,0.0,0.0,0.0,0.0,0.0,30.07,3.31,0.0
20230714:2309,0.0,0.0,0.0,0.0,0.0,29.73,3.17,0.0
20230715:0009,0.0,0.0,0.0,0.0,0.0,29.43,2.69,0.0
20230715:0109,0.0,0.0,0.0,0.0,0.0,28.82,1.93,0.0
20230715:0209,0.0,0.0,0.0,0.0,0.0,28.2,1.31,0.0
20230715:0309,76900.0,0.0,20.81,0.27,4.1,27.07,1.17,0.0
20230715:0409,653300.0,57.44,65.88,2.54,15.65,27.34,0.9,0.0
20230715:0509,2425600.0,238.35,103.75,5.04,27.65,31.29,0.62,0.0
20230715:0609,4139300.0,421.93,140.41,7.32,39.88,33.97,0.9,0.0
20230715:0709,5522500.0,590.4,167.2,9.29,52.08,35.93,1.72,0.0
20230715:0809,6437000.0,713.28,189.62,10.75,63.81,37.4,1.93,0.0
20230715:0909,6898100.0,775.96,207.58,11.54,73.54,38.5,2.0,0.0
20230715:1009,7005000.0,804.75,199.88,11.76,75.87,39.3,2.07,0.0
20230715:1109,6668900.0,767.41,184.59,11.25,68.25,39.94,2.07,0.0
20230715:1209,5778100.0,616.69,196.56,9.82,57.03,40.35,2.0,0.0
20230715:1309,4548600.0,454.7,177.8,7.97,44.94,40.3,1.72,0.0
20230715:1409,3015100.0,292.14,133.51,5.85,32.68,39.74,1.31,0.0
20230715:1509,1250800.0,114.04,92.03,3.45,20.56,38.92,1.1,0.0
20230715:1609,254900.0,0.0,48.85,0.63,8.8,37.79,0.97,0.0
20230715:1709,0.0,0.0,0.0,0.0,0.0,36.29,1.03,0.0
20230715:1809,0.0,0.0,0.0,0.0,0.0,34.95,1.52,0.0
20230715:1909,0.0,0.0,0.0,0.0,0.0,33.7,2.34,0.0
20230715:2009,0.0,0.0,0.0,0.0,0.0,32.96,2.9,0.0
20230715:2109,0.0,0.0,0.0,0.0,0.0,32.33,3.24,0.0
20230715:2209,0.0,0.0,0.0,0.0,0.0,31.76,3.17,0.0
20230715:2309,0.0,0.0,0.0,0.0,0.0,31.41,3.03,0.0
20230716:0009,0.0,0.0,0.0,0.0,0.0,31.15,2.76,0.0
20230716:0109,0.0,0.0,0.0,0.0,0.0,30.89,2.55,0.0
20230716:0209,0.0,0.0,0.0,0.0,0.0,30.41,2.34,0.0
20230716:0309,44200.0,0.0,15.38,0.2,3.99,29.74,2.0,0.0
20230716:0409,688400.0,44.53,78.78,2.33,15.55,30.01,1.66,0.0
20230716:0509,2378500.0,220.63,112.56,4.87,27.55,31.93,1.93,0.0
20230716:0609,4147800.0,409.43,144.47,7.19,39.78,33.77,2.34,0.0
20230716:0709,5584500.0,583.76,167.35,9.2,51.98,35.65,3.17,0.0
20230716:0809,6516000.0,705.5,189.75,10.64,63.7,36.86,3.1,0.0
20230716:0909,7061900.0,797.93,188.62,11.56,73.39,37.78,3.03,0.0
20230716:1009,7164600.0,825.82,181.87,11.79,75.72,38.4,2.97,0.0
20230716:1109,6783900.0,772.5,177.71,11.21,68.15,38.86,2.9,0.0
20230716:1209,5860400.0,621.57,189.8,9.79,56.96,39.08,2.69,0.0
20230716:1309,4598000.0,458.35,172.17,7.94,44.88,38.89,2.28,0.0
20230716:1409,3053300.0,298.69,127.08,5.85,32.63,38.19,1.86,0.0
20230716:1509,1252900.0,120.05,85.65,3.48,20.5,37.05,1.59,0.0
20230716:1609,245100.0,0.0,47.04,0.61,8.73,35.8,1.38,0.0
20230716:1709,0.0,0.0,0.0,0.0,0.0,34.52,0.83,0.0
20230716:1809,0.0,0.0,0.0,0.0,0.0,33.42,0.9,0.0
20230716:1909,0.0,0.0,0.0,0.0,0.0,31.93,1.31,0.0
20230716:2009,0.0,0.0,0.0,0.0,0.0,30.77,1.72,0.0
20230716:2109,0.0,0.0,0.0,0.0,0.0,30.25,2.28,0.0
20230716:2209,0.0,0.0,0.0,0.0,0.0,29.95,2.69,0.0
20230716:2309,0.0,0.0,0.0,0.0,0.0,29.63,2.69,0.0
20230717:0009,0.0,0.0,0.0,0.0,0.0,29.29,2.55,0.0
20230717:0109,0.0,0.0,0.0,0.0,0.0,28.93,2.34,0.0
20230717:0209,0.0,0.0,0.0,0.0,0.0,28.6,2.14,0.0
20230717:0309,49700.0,0.0,16.28,0.21,3.87,28.28,2.0,0.0
20230717:0409,645300.0,54.54,67.26,2.47,15.44,28.9,1.66,0.0
20230717:0509,2427300.0,230.31,107.82,4.95,27.45,30.93,2.21,0.0
20230717:0609,4238800.0,420.89,139.75,7.27,39.68,32.39,2.69,0.0
20230717:0709,5647700.0,590.44,166.53,9.26,51.88,34.43,2.97,0.0
20230717:0809,6596600.0,726.2,181.96,10.78,63.58,35.56,2.55,0.0
20230717:0909,7001600.0,776.17,207.93,11.52,73.24,36.66,2.28,0.0
20230717:1009,7042100.0,790.06,209.28,11.67,75.57,37.62,2.14,0.0
20230717:1109,6683000.0,739.05,202.97,11.1,68.06,38.34,2.28,0.0
20230717:1209,5868800.0,616.84,196.92,9.8,56.89,38.58,2.41,0.0
20230717:1309,4630600.0,454.7,178.16,7.95,44.82,38.16,2.28,0.0
20230717:1409,3054400.0,281.29,141.47,5.77,32.57,37.34,2.21,0.0
20230717:1509,1270200.0,118.08,88.49,3.46,20.44,36.36,2.21,0.0
20230717:1609,239600.0,0.0,46.14,0.6,8.65,35.24,1.72,0.0
20230717:1709,0.0,0.0,0.0,0.0,0.0,33.97,1.03,0.0
20230717:1809,0.0,0.0,0.0,0.0,0.0,32.79,1.31,0.0
20230717:1909,0.0,0.0,0.0,0.0,0.0,31.42,2.07,0.0
20230717:2009,0.0,0.0,0.0,0.0,0.0,30.58,2.41,0.0
20230717:2109,0.0,0.0,0.0,0.0,0.0,29.82,2.55,0.0
20230717:2209,0.0,0.0,0.0,0.0,0.0,29.26,2.76,0.0
20230717:2309,0.0,0.0,0.0,0.0,0.0,28.8,2.9,0.0
20230718:0009,0.0,0.0,0.0,0.0,0.0,28.43,2.76,0.0
20230718:0109,0.0,0.0,0.0,0.0,0.0,28.09,2.62,0.0
20230718:0209,0.0,0.0,0.0,0.0,0.0,27.71,2.21,0.0
20230718:0309,66000.0,0.0,19.0,0.25,3.75,27.1,1.72,0.0
20230718:0409,635700.0,57.22,64.19,2.5,15.33,27.6,1.17,0.0
20230718:0509,2411800.0,233.95,105.11,4.96,27.35,31.09,0.97,0.0
20230718:0609,4231800.0,427.98,136.99,7.32,39.58,32.97,2.0,0.0
20230718:0709,5635700.0,591.47,166.7,9.26,51.78,34.38,2.62,0.0
20230718:0809,6536400.0,715.55,189.13,10.72,63.46,35.64,2.21,0.0
20230718:0909,6979500.0,794.3,198.08,11.6,73.08,36.78,1.72,0.0
20230718:1009,6984000.0,793.25,209.49,11.69,75.4,37.74,1.59,0.0
20230718:1109,6694900.0,756.07,194.15,11.18,67.95,38.14,1.86,0.0
20230718:1209,5920100.0,631.46,189.21,9.87,56.82,37.88,2.21,0.0
20230718:1309,4720900.0,474.99,166.69,8.05,44.75,37.31,2.41,0.0
20230718:1409,3085200.0,287.87,137.8,5.81,32.5,36.8,2.28,0.0
20230718:1509,1276500.0,114.23,92.39,3.43,20.36,36.19,1.79,0.0
20230718:1609,233100.0,0.0,45.23,0.59,8.57,35.22,1.1,0.0
20230718:1709,0.0,0.0,0.0,0.0,0.0,33.76,0.62,0.0
20230718:1809,0.0,0.0,0.0,0.0,0.0,32.36,1.1,0.0
20230718:1909,0.0,0.0,0.0,0.0,0.0,31.08,1.52,0.0
20230718:2009,0.0,0.0,0.0,0.0,0.0,30.06,1.59,0.0
20230718:2109,0.0,0.0,0.0,0.0,0.0,28.92,1.59,0.0
20230718:2209,0.0,0.0,0.0,0.0,0.0,28.07,1.79,0.0
20230718:2309,0.0,0.0,0.0,0.0,0.0,27.46,1.93,0.0
20230719:0009,0.0,0.0,0.0,0.0,0.0,27.0,1.93,0.0
20230719:0109,0.0,0.0,0.0,0.0,0.0,26.89,1.86,0.0
20230719:0209,0.0,0.0,0.0,0.0,0.0,26.43,1.72,0.0
20230719:0309,30700.0,0.0,12.67,0.16,3.64,25.72,1.52,0.0
20230719:0409,650600.0,52.12,68.57,2.41,15.22,26.4,0.97,0.0
20230719:0509,2413700.0,234.58,104.31,4.95,27.24,30.24,0.62,0.0
20230719:0609,4191900.0,428.9,137.13,7.32,39.48,32.71,0.9,0.0
20230719:0709,5514300.0,593.5,166.87,9.27,51.67,34.71,1.03,0.0
20230719:0809,6434300.0,716.72,190.33,10.73,63.34,36.07,1.31,0.0
20230719:0909,6914700.0,781.54,207.33,11.54,72.92,37.14,1.52,0.0
20230719:1009,7043700.0,810.51,199.61,11.76,75.24,37.88,1.72,0.0
20230719:1109,6743600.0,773.19,185.31,11.26,67.84,38.23,1.86,0.0
20230719:1209,5922800.0,633.58,189.41,9.88,56.74,38.09,2.14,0.0
20230719:1309,4698100.0,467.71,172.71,8.02,44.68,37.43,2.21,0.0
20230719:1409,3096800.0,294.51,134.14,5.84,32.43,36.73,1.79,0.0
20230719:1509,1271300.0,114.72,91.62,3.42,20.29,36.05,1.1,0.0
20230719:1609,239600.0,0.0,46.14,0.6,8.49,35.04,0.62,0.0
20230719:1709,0.0,0.0,0.0,0.0,0.0,33.52,0.28,0.0
20230719:1809,0.0,0.0,0.0,0.0,0.0,32.11,0.9,0.0
20230719:1909,0.0,0.0,0.0,0.0,0.0,30.55,1.31,0.0
20230719:2009,0.0,0.0,0.0,0.0,0.0,29.02,1.45,0.0
20230719:2109,0.0,0.0,0.0,0.0,0.0,27.79,1.38,0.0
20230719:2209,0.0,0.0,0.0,0.0,0.0,26.89,1.45,0.0
20230719:2309,0.0,0.0,0.0,0.0,0.0,26.16,1.45,0.0
20230720:0009,0.0,0.0,0.0,0.0,0.0,25.55,1.31,0.0
20230720:0109,0.0,0.0,0.0,0.0,0.0,25.12,1.24,0.0
20230720:0209,0.0,0.0,0.0,0.0,0.0,24.92,1.1,0.0
20230720:0309,40500.0,0.0,14.47,0.19,3.51,25.05,0.9,0.0
20230720:0409,629900.0,54.41,64.79,2.42,15.11,26.2,0.48,0.0
20230720:0509,2389600.0,231.39,104.55,4.89,27.14,29.38,0.0,0.0
20230720:0609,4127100.0,424.5,136.38,7.23,39.38,32.09,0.21,0.0
20230720:0709,5460700.0,587.94,167.05,9.19,51.56,33.88,0.62,0.0
20230720:0809,6340700.0,711.03,190.49,10.65,63.21,35.31,0.69,0.0
20230720:0909,6821800.0,774.79,208.5,11.46,72.76,36.48,0.97,0.0
20230720:1009,6980900.0,804.78,199.77,11.68,75.06,37.34,1.38,0.0
20230720:1109,6688800.0,752.62,194.52,11.11,67.73,37.78,1.86,0.0
20230720:1209,5898500.0,627.97,190.59,9.81,56.65,37.75,2.07,0.0
20230720:1309,4655100.0,463.21,172.92,7.95,44.61,37.39,1.93,0.0
20230720:1409,3066700.0,291.19,134.39,5.78,32.35,36.72,1.45,0.0
20230720:1509,1266500.0,114.59,90.91,3.39,20.21,35.73,0.97,0.0
20230720:1609,240400.0,0.0,46.14,0.6,8.4,34.46,0.76,0.0
20230720:1709,0.0,0.0,0.0,0.0,0.0,33.05,0.9,0.0
20230720:1809,0.0,0.0,0.0,0.0,0.0,31.85,1.1,0.0
20230720:1909,0.0,0.0,0.0,0.0,0.0,30.8,1.79,0.0
20230720:2009,0.0,0.0,0.0,0.0,0.0,29.97,1.93,0.0
20230720:2109,0.0,0.0,0.0,0.0,0.0,29.2,1.79,0.0
20230720:2209,0.0,0.0,0.0,0.0,0.0,28.54,1.59,0.0
20230720:2309,0.0,0.0,0.0,0.0,0.0,27.8,1.45,0.0
20230721:0009,0.0,0.0,0.0,0.0,0.0,26.86,1.45,0.0
20230721:0109,0.0,0.0,0.0,0.0,0.0,26.01,1.45,0.0
20230721:0209,0.0,0.0,0.0,0.0,0.0,25.5,1.31,0.0
20230721:0309,40400.0,0.0,14.47,0.19,3.39,25.5,1.1,0.0
20230721:0409,627400.0,53.68,64.95,2.4,15.0,26.26,0.83,0.0
20230721:0509,2395600.0,229.0,106.56,4.87,27.03,29.9,0.69,0.0
20230721:0609,4153200.0,420.12,140.41,7.21,39.27,32.51,0.83,0.0
20230721:0709,5490100.0,579.53,174.15,9.15,51.46,34.21,1.1,0.0
20230721:0809,6370100.0,714.26,190.71,10.68,63.08,35.65,0.83,0.0
20230721:0909,6828400.0,779.08,207.71,11.48,72.59,36.86,0.97,0.0
20230721:1009,6983800.0,808.12,201.01,11.72,74.88,37.68,1.31,0.0
20230721:1109,6636000.0,741.97,203.77,11.07,67.6,38.01,1.59,0.0
20230721:1209,5821800.0,606.81,205.65,9.72,56.56,37.87,1.72,0.0
20230721:1309,4650600.0,465.19,173.12,7.96,44.53,37.4,1.59,0.0
20230721:1409,3054200.0,287.04,138.36,5.76,32.27,36.75,1.03,0.0
20230721:1509,1266300.0,111.32,93.9,3.36,20.12,35.76,0.41,0.0
20230721:1609,233700.0,0.0,45.23,0.59,8.3,34.58,0.28,0.0
20230721:1709,0.0,0.0,0.0,0.0,0.0,33.25,0.69,0.0
20230721:1809,0.0,0.0,0.0,0.0,0.0,32.07,0.83,0.0
20230721:1909,0.0,0.0,0.0,0.0,0.0,30.68,1.31,0.0
20230721:2009,0.0,0.0,0.0,0.0,0.0,29.47,1.24,0.0
20230721:2109,0.0,0.0,0.0,0.0,0.0,28.66,1.1,0.0
20230721:2209,0.0,0.0,0.0,0.0,0.0,27.85,0.97,0.0
20230721:2309,0.0,0.0,0.0,0.0,0.0,27.36,0.9,0.0
20230722:0009,0.0,0.0,0.0,0.0,0.0,27.49,0.69,0.0
20230722:0109,0.0,0.0,0.0,0.0,0.0,27.58,0.34,0.0
20230722:0209,0.0,0.0,0.0,0.0,0.0,27.16,0.0,0.0
20230722:0309,1900.0,0.0,6.33,0.08,3.27,26.91,0.07,0.0
20230722:0409,682500.0,35.02,82.87,2.08,14.88,27.04,0.0,0.0
20230722:0509,2294000.0,197.23,123.16,4.58,26.93,29.35,0.34,0.0
20230722:0609,4007700.0,385.22,155.16,6.92,39.17,31.68,0.48,0.0
20230722:0709,5299800.0,563.46,175.29,8.95,51.34,34.21,0.21,0.0
20230722:0809,6272900.0,696.75,190.8,10.45,62.95,36.01,0.97,0.0
20230722:0909,6781400.0,760.33,208.79,11.26,72.41,37.33,1.45,0.0
20230722:1009,6896300.0,789.36,201.08,11.48,74.7,38.22,1.59,0.0
20230722:1109,6532900.0,737.31,196.84,10.92,67.47,38.78,1.52,0.0
20230722:1209,5780700.0,639.19,175.05,9.73,56.46,38.96,1.45,0.0
20230722:1309,4478100.0,434.7,184.97,7.7,44.44,38.57,1.31,0.0
20230722:1409,2971300.0,277.0,138.73,5.61,32.19,37.69,1.03,0.0
20230722:1509,1235200.0,109.92,91.59,3.29,20.03,36.76,0.69,0.0
20230722:1609,232300.0,0.0,45.23,0.59,8.2,35.65,0.21,0.0
20230722:1709,0.0,0.0,0.0,0.0,0.0,34.4,0.14,0.0
20230722:1809,0.0,0.0,0.0,0.0,0.0,33.29,0.41,0.0
20230722:1909,0.0,0.0,0.0,0.0,0.0,31.89,1.45,0.0
20230722:2009,0.0,0.0,0.0,0.0,0.0,31.05,1.72,0.0
20230722:2109,0.0,0.0,0.0,0.0,0.0,30.48,2.0,0.0
20230722:2209,0.0,0.0,0.0,0.0,0.0,30.24,2.34,0.0
20230722:2309,0.0,0.0,0.0,0.0,0.0,30.17,2.48,0.0
20230723:0009,0.0,0.0,0.0,0.0,0.0,29.82,2.14,0.0
20230723:0109,0.0,0.0,0.0,0.0,0.0,29.5,1.45,0.0
20230723:0209,0.0,0.0,0.0,0.0,0.0,28.51,1.24,0.0
20230723:0309,0.0,0.0,5.43,0.07,3.14,27.42,1.31,0.0
20230723:0409,662500.0,38.65,78.51,2.13,14.77,27.93,1.17,0.0
20230723:0509,2310700.0,207.18,117.52,4.65,26.82,31.65,1.24,0.0
20230723:0609,4079500.0,404.2,144.71,7.02,39.06,33.86,1.59,0.0
20230723:0709,5511500.0,579.05,168.6,9.05,51.23,35.41,2.28,0.0
20230723:0809,6419500.0,689.13,200.05,10.45,62.82,37.09,2.55,0.0
20230723:0909,6917100.0,766.7,209.05,11.32,72.23,38.42,2.55,0.0
20230723:1009,6920500.0,765.53,220.47,11.41,74.5,39.35,2.34,0.0
20230723:1109,6539700.0,729.66,205.12,10.91,67.34,40.08,1.93,0.0
20230723:1209,5722000.0,620.96,190.18,9.67,56.36,40.59,1.59,0.0
20230723:1309,4465500.0,447.85,179.37,7.78,44.35,40.59,1.03,0.0
20230723:1409,2933100.0,274.49,142.68,5.61,32.1,39.67,0.41,0.0
20230723:1509,1226400.0,107.24,93.68,3.25,19.94,38.37,1.03,0.0
20230723:1609,230800.0,0.0,45.23,0.59,8.1,37.1,1.24,0.0
20230723:1709,0.0,0.0,0.0,0.0,0.0,35.82,1.17,0.0
20230723:1809,0.0,0.0,0.0,0.0,0.0,34.75,1.17,0.0
20230723:1909,0.0,0.0,0.0,0.0,0.0,33.2,1.86,0.0
20230723:2009,0.0,0.0,0.0,0.0,0.0,32.46,2.28,0.0
20230723:2109,0.0,0.0,0.0,0.0,0.0,32.06,2.55,0.0
20230723:2209,0.0,0.0,0.0,0.0,0.0,31.85,2.62,0.0
20230723:2309,0.0,0.0,0.0,0.0,0.0,31.59,2.55,0.0
20230724:0009,0.0,0.0,0.0,0.0,0.0,31.27,2.41,0.0
20230724:0109,0.0,0.0,0.0,0.0,0.0,30.69,2.21,0.0
20230724:0209,0.0,0.0,0.0,0.0,0.0,29.87,2.0,0.0
20230724:0309,5100.0,0.0,7.24,0.09,3.01,29.08,2.0,0.0
20230724:0409,634300.0,43.2,73.18,2.19,14.65,29.8,1.72,0.0
20230724:0509,2284000.0,202.44,119.65,4.59,26.71,32.82,1.59,0.0
20230724:0609,4044800.0,388.11,155.53,6.93,38.95,35.2,2.41,0.0
20230724:0709,5497400.0,557.21,182.62,8.93,51.12,36.12,3.31,0.0
20230724:0809,6438000.0,675.55,208.24,10.37,62.68,37.31,3.31,0.0
20230724:0909,6928000.0,751.96,218.31,11.24,72.05,38.29,2.97,0.0
20230724:1009,6948300.0,765.9,220.7,11.4,74.3,39.11,2.48,0.0
20230724:1109,6564900.0,730.03,205.34,10.9,67.19,39.68,2.0,0.0
20230724:1209,5762300.0,620.29,191.39,9.66,56.25,39.99,1.79,0.0
20230724:1309,4579300.0,465.75,167.9,7.85,44.25,39.6,1.79,0.0
20230724:1409,2998400.0,279.58,139.06,5.62,32.0,38.42,1.72,0.0
20230724:1509,1235000.0,104.55,95.77,3.22,19.83,37.24,1.45,0.0
20230724:1609,232200.0,0.0,45.23,0.59,7.98,36.03,1.45,0.0
20230724:1709,0.0,0.0,0.0,0.0,0.0,34.7,1.03,0.0
20230724:1809,0.0,0.0,0.0,0.0,0.0,33.65,0.97,0.0
20230724:1909,0.0,0.0,0.0,0.0,0.0,32.89,2.34,0.0
20230724:2009,0.0,0.0,0.0,0.0,0.0,32.14,2.48,0.0
20230724:2109,0.0,0.0,0.0,0.0,0.0,31.48,2.55,0.0
20230724:2209,0.0,0.0,0.0,0.0,0.0,31.07,2.62,0.0
20230724:2309,0.0,0.0,0.0,0.0,0.0,30.81,2.62,0.0
20230725:0009,0.0,0.0,0.0,0.0,0.0,30.53,2.62,0.0
20230725:0109,0.0,0.0,0.0,0.0,0.0,30.19,2.69,0.0
20230725:0209,0.0,0.0,0.0,0.0,0.0,29.78,2.69,0.0
20230725:0309,0.0,0.0,1.81,0.02,2.88,29.31,2.48,0.0
20230725:0409,678600.0,33.2,84.22,2.04,14.53,29.51,2.0,0.0
20230725:0509,2353200.0,207.07,119.65,4.65,26.6,30.81,2.62,0.0
20230725:0609,4167300.0,396.4,153.78,7.0,38.84,32.16,2.76,0.0
20230725:0709,5674100.0,578.71,174.99,9.08,51.0,33.48,3.38,0.0
20230725:0809,6634300.0,714.72,190.55,10.6,62.55,34.58,2.83,0.0
20230725:0909,7084500.0,779.62,208.59,11.42,71.87,35.72,2.48,0.0
20230725:1009,7135800.0,793.63,210.97,11.59,74.1,36.83,2.41,0.0
20230725:1109,6748200.0,742.48,204.66,11.01,67.05,37.78,2.41,0.0
20230725:1209,5869200.0,619.65,197.63,9.7,56.14,38.58,2.14,0.0
20230725:1309,4593100.0,456.62,178.86,7.85,44.15,38.97,1.59,0.0
20230725:1409,3016000.0,286.41,138.21,5.69,31.9,38.75,0.97,0.0
20230725:1509,1239100.0,110.15,92.79,3.28,19.73,37.46,0.41,0.0
20230725:1609,226200.0,0.0,44.33,0.57,7.87,35.66,0.9,0.0
20230725:1709,0.0,0.0,0.0,0.0,0.0,34.07,1.1,0.0
20230725:1809,0.0,0.0,0.0,0.0,0.0,32.87,1.17,0.0
20230725:1909,0.0,0.0,0.0,0.0,0.0,31.87,2.07,0.0
20230725:2009,0.0,0.0,0.0,0.0,0.0,31.1,2.62,0.0
20230725:2109,0.0,0.0,0.0,0.0,0.0,30.33,2.83,0.0
20230725:2209,0.0,0.0,0.0,0.0,0.0,29.7,2.9,0.0
20230725:2309,0.0,0.0,0.0,0.0,0.0,29.23,2.76,0.0
20230726:0009,0.0,0.0,0.0,0.0,0.0,28.86,2.55,0.0
20230726:0109,0.0,0.0,0.0,0.0,0.0,28.5,2.34,0.0
20230726:0209,0.0,0.0,0.0,0.0,0.0,28.17,2.14,0.0
20230726:0309,0.0,0.0,1.81,0.02,2.75,27.76,2.0,0.0
20230726:0409,658900.0,37.79,78.76,2.1,14.41,28.25,1.59,0.0
20230726:0509,2312600.0,203.13,121.77,4.6,26.49,31.82,1.31,0.0
20230726:0609,4115600.0,396.6,154.96,7.0,38.73,33.93,2.07,0.0
20230726:0709,5428900.0,568.45,182.13,9.02,50.88,35.6,1.1,0.0
20230726:0809,6252000.0,702.21,199.82,10.55,62.41,37.04,0.48,0.0
20230726:0909,6775000.0,781.11,208.84,11.42,71.68,38.18,0.83,0.0
20230726:1009,6939000.0,796.15,210.2,11.59,73.89,38.97,1.45,0.0
20230726:1109,6664400.0,743.94,204.9,11.01,66.89,39.16,2.0,0.0
20230726:1209,5881000.0,621.0,197.88,9.7,56.01,38.9,2.28,0.0
20230726:1309,4642000.0,456.86,179.09,7.84,44.04,38.45,2.21,0.0
20230726:1409,3036800.0,281.41,141.3,5.64,31.79,37.94,1.79,0.0
20230726:1509,1247100.0,110.02,92.92,3.27,19.62,37.09,1.52,0.0
20230726:1609,219800.0,0.0,43.42,0.56,7.75,35.8,0.97,0.0
20230726:1709,0.0,0.0,0.0,0.0,0.0,34.3,0.55,0.0
20230726:1809,0.0,0.0,0.0,0.0,0.0,33.08,0.9,0.0
20230726:1909,0.0,0.0,0.0,0.0,0.0,31.57,1.38,0.0
20230726:2009,0.0,0.0,0.0,0.0,0.0,30.26,1.38,0.0
20230726:2109,0.0,0.0,0.0,0.0,0.0,28.98,1.31,0.0
20230726:2209,0.0,0.0,0.0,0.0,0.0,27.99,1.17,0.0
20230726:2309,0.0,0.0,0.0,0.0,0.0,27.47,0.97,0.0
20230727:0009,0.0,0.0,0.0,0.0,0.0,27.09,0.83,0.0
20230727:0109,0.0,0.0,0.0,0.0,0.0,26.56,0.83,0.0
20230727:0209,0.0,0.0,0.0,0.0,0.0,26.02,0.83,0.0
20230727:0309,0.0,0.0,1.81,0.02,2.62,25.37,0.9,0.0
20230727:0409,647400.0,38.87,75.99,2.08,14.29,26.0,0.69,0.0
20230727:0509,2333600.0,210.21,116.27,4.62,26.37,29.79,0.62,0.0
20230727:0609,4063900.0,395.92,154.22,6.96,38.62,32.67,0.62,0.0
20230727:0709,5432800.0,578.52,175.44,9.05,50.77,34.83,0.69,0.0
20230727:0809,6312200.0,701.68,200.05,10.52,62.26,36.44,0.76,0.0
20230727:0909,6839200.0,780.62,209.08,11.4,71.48,37.62,1.1,0.0
20230727:1009,6953000.0,794.64,211.46,11.56,73.67,38.26,1.38,0.0
20230727:1109,6625000.0,743.43,205.14,10.99,66.73,38.54,1.52,0.0
20230727:1209,5849700.0,632.24,191.17,9.74,55.89,38.46,1.45,0.0
20230727:1309,4560800.0,456.18,179.32,7.82,43.93,38.28,0.83,0.0
